,shap_mean_abs_maturity_1,shap_mean_abs_maturity_2,shap_mean_abs_maturity_3,shap_mean_abs_maturity_4,shap_mean_abs_maturity_5,shap_mean_abs_maturity_6,Total Feature Importance,Total Feature Importance %,Cumulative Feature Importance %
.EUR0210Y U Index,0.008603272156804537,0.013903658111599843,0.00609030848788006,0.0006733358364112214,0.03278607024110429,0.0017428417545551167,0.06379948658835508,1.1404800311414358,75.26510184336104
SX5E  Index,0.018542173860159158,0.006607987078694418,0.000579593545281052,0.004643151345808006,0.01692203062033914,0.016326910636935765,0.06362184708721753,1.137304546280618,76.40240638964165
EUR009M  Index,0.0014557030517607927,0.007403050549328327,0.01308645959943533,0.008116691373288631,0.023982958868145943,0.0055830697529017925,0.059627933194860816,1.0659093159440372,77.4683157055857
SX7E  Index,0.0007943149783794012,0.004850325133461205,0.025152864721411573,0.011775702399097398,0.004894742008695683,0.011071284866044645,0.05853923410708991,1.0464477240736216,78.51476342965931
BEAR,0.006437827606684545,0.0015208813342259596,0.021116013226189882,0.003575205521199263,0.016855971973475384,0.006400058401061482,0.05590595806283651,0.9993752646300017,79.51413869428931
EUDR1T  Index,0.003276779427350875,0.01577768939716504,0.007228369944538857,0.00038904178671213827,0.005003872047107003,0.023040408061227997,0.05471616066410191,0.9781064387048647,80.49224513299419
USURTOT  Index,0.010856971916199313,0.0003058537526504678,0.02399661448345728,0.0006619569448993655,0.010019721165447937,0.008341129234770572,0.05418224749742494,0.968562203515522,81.4608073365097
ER2  Index,0.012632844038307667,0.017547661438584328,0.003625527722761035,0.006769025698304176,0.007808912545442581,0.005640584044158459,0.054024555487558246,0.9657433001365042,82.42655063664621
OLE3CHIN  Index,0.01465026151310206,0.00015321211104583378,0.0036826716823556436,0.009953620974184884,0.0021309482466844816,0.022664449828144435,0.05323516435551734,0.9516321392009691,83.37818277584718
OLE3JAPA  Index,0.005333290119234139,0.004123979249078513,0.008079014319312633,0.004559927130889235,0.011382720567201849,0.01638616482207592,0.04986509620779228,0.8913887793936228,84.2695715552408
ECMSM2Y  Index,0.007775201234238749,0.0004325322844964936,0.00293715918040943,0.0034762329301698336,0.013587956485416958,0.019390443988004425,0.04759952610273589,0.8508894336756994,85.1204609889165
.EURGBP02 U Index,0.000761053465052715,0.019857909476310418,0.01860150853234269,0.002490037669927604,0.0010615885243569281,0.0017261386528629595,0.04449823632085332,0.7954507576587416,85.91591174657525
.EURGBP10 U Index,0.004355778300545708,0.0014484897514287715,0.018410910548400012,0.004949007694699101,0.008799560307671131,0.0035786403294204173,0.04154238693216514,0.7426119750426478,86.6585237216179
NAPMPMI  Index,0.002144242410266585,0.014658889999935195,0.010037839008094506,0.008476398819494876,0.0014059375352599,0.003921338966096182,0.04064464673914725,0.7265639655986841,87.38508768721658
EUIPEMUY  Index,0.010520672943264206,0.006362990015282715,0.009225510658129451,0.003959111679739702,0.004971213553767082,0.004176357195773578,0.03921585604595674,0.701022894010156,88.08611058122673
INFE1,0.009569179261316434,0.006540327178131814,0.0004638421580689363,0.010237990850504957,0.009344614806977486,0.0025360698316887584,0.038692024086688384,0.6916588705490598,88.7777694517758
NFP_release,0.008559891225039147,0.005808245645583725,0.00021457727562156531,0.012368093518044411,0.005407366902779692,0.0061076999630976635,0.03846587453016621,0.6876162196272873,89.46538567140308
ER5  Index,0.0077547295950353146,0.012025866657495499,0.00735496124252677,0.0015785458963364363,0.00837586261332035,0.0003898365830536932,0.03747980258776806,0.6699891912652878,90.13537486266837
NG1  Index,0.0005907813920534578,0.00578631431468571,0.01037369709239639,0.0015966078898987093,0.004270592579664454,0.01303707166895238,0.035655064937651096,0.6373701693371365,90.7727450320055
MOVE  Index,0.007516517589690506,0.004705815238675222,0.0022765729138487863,0.0058972583822578546,0.011959773546395415,0.0017158356233961966,0.03407177329426398,0.6090672377727046,91.38181226977821
INJCJC  Index,0.005412036163794569,0.007797098275185932,0.005089759949029184,0.0006734731458148155,0.005777037102707826,0.007795922818044068,0.032545327454576396,0.5817804821595275,91.96359275193774
ER3  Index,0.0034557797480374575,0.00694139301776886,0.0014732452109456062,0.006010452285408974,0.009237016551196575,0.004338040482252836,0.03145592729561031,0.5623063579359338,92.52589910987368
LEI CHNG  Index,0.007680178991159434,0.0016252941322889988,0.0024895469877870722,0.0006210276303809831,0.01664397470420741,0.002233437326372407,0.03129345977219631,0.5594020874461381,93.08530119731982
FDTR  Index,0.003891522799776812,0.00288442129997467,0.006188478159936866,0.012947468804323603,0.0019961774637048957,0.001184151445446611,0.029092219973163455,0.5200527106909814,93.6053539080108
CRY  Index,0.0044831163937069755,0.006367654644687336,0.00318030956702931,0.0038956792447713173,0.002793245342963249,0.007304293578810171,0.028024298771968357,0.5009625444541594,94.10631645246495
CS,0.0028670477817346906,0.0035159585625859535,0.005853158598824624,0.006849834084685369,0.006590312913225777,0.0021657014640493366,0.02784201340510575,0.4977040100678649,94.60402046253282
CPTICHNG  Index,0.012297079262249573,0.0023739064414465155,0.0027426512424783985,0.0008936156449642893,0.007528077220749604,0.001647507668735447,0.02748283748062383,0.4912833789398839,95.0953038414727
VIX  Index,0.0044692601085777285,0.0025206790947982375,0.0010470259771504621,0.008435045159048592,0.007543121677224395,0.0018262673958079024,0.025841399412607317,0.461941021516119,95.55724486298882
EURUSD   Index,0.0020848778759803735,0.0033182487631353776,0.0014651274748235961,0.004131134063674394,0.005245469775075279,0.008789512635892907,0.025034370588581926,0.44751456908563014,96.00475943207445
VIX,0.004138898636946433,0.00014689460623210294,0.0030158848087046587,0.0017576208805041445,0.010813668695921931,0.004067590824693847,0.02394055845300312,0.4279615763398313,96.43272100841428
EURJPY   Index,0.006063114546224028,0.0008176209482980494,0.0062059970788124995,0.0044418397471341015,0.0016051082938384111,0.002825389918582741,0.021959070532889834,0.3925404855806205,96.8252614939949
IP CHNG  Index,0.00766617113069429,0.004269976602812468,0.0022662773996943203,0.004464301376569151,0.0018225677293637944,0.001270627185236441,0.021759921424370464,0.3889804948403907,97.2142419888353
ER4  Index,0.0022591659799218178,0.005629426799714565,0.003360539674758911,0.0008040832472033799,0.0014854297041893005,0.0080299386754632,0.021568584081251174,0.385560147268518,97.59980213610382
EUUCEMU  Index,0.0057458958805618535,0.0007191227687680467,0.00513868431277962,0.005128481865876303,0.001005665114539151,0.0033204552719450953,0.02105830521447007,0.37643839897558495,97.9762405350794
INF_release,0.004245731827771165,0.0038051352077319283,0.0019224474043836946,0.0010651648703138966,0.005819384393571329,0.00400052772138921,0.020858391425161223,0.37286473879666165,98.34910527387606
OLE3BRAZ  Index,0.004633865930973223,0.0018356063739098274,0.0006613817155595722,0.01129007941723846,0.000990504712222715,8.330510601991038e-05,0.019494743255923708,0.3484881553838129,98.69759342925988
GJTB3MO  Index,0.005132044752848356,0.0013379344132747515,0.0022342674799387353,0.006369588556985061,0.0018602475600199705,0.001109164623752972,0.018043247386819845,0.3225412059251414,99.02013463518503
UN_release,0.002053279998942785,0.0007755650872500039,0.003527903303420281,0.0004662680610900467,0.002035967831405873,0.005729649129940274,0.014588633412049263,0.260786504371679,99.28092113955671
PMI_release,0.0012903690219432306,0.004308478301573977,0.0018976086948235284,0.0018548808273976423,0.004251422028904433,0.00045277408797419463,0.014055532962617004,0.25125679732101147,99.53217793687772
CU_release,0.0018368942042344299,0.001406281949217616,0.0009156741679431998,0.002678645859003133,0.0047199433690718285,0.001731616145156302,0.01328905569462651,0.23755524476609555,99.76973318164382
HCS,0.0010796177545331135,0.0017267907071371242,0.006493001332438095,0.0013060818984601391,0.002045021089537937,0.00023082173346395703,0.012881334515570365,0.23026681835622143,100.00000000000004
