,shap_mean_abs_maturity_1,shap_mean_abs_maturity_2,shap_mean_abs_maturity_3,shap_mean_abs_maturity_4,shap_mean_abs_maturity_5,shap_mean_abs_maturity_6,Total Feature Importance,Total Feature Importance %,Cumulative Feature Importance %
CRY  Index,0.0035609036692908994,0.0007253438139508372,0.011405428335243606,0.002820334400761019,0.0034692033665060444,0.010273352401193071,0.03225456598694548,0.5615979804755338,93.03942239847584
EUIPEMUY  Index,0.0067492386475406065,0.0034210003776879053,0.007564142587687622,0.001563315183564858,0.004135542366876279,0.008044506066653412,0.03147774523001068,0.5480724235524417,93.58749482202828
CS,0.011345294012134025,0.006867884568347301,0.004519437105169676,0.0011722291631306716,0.003750138389548421,0.0032009461224643846,0.030855929360794482,0.5372457227212852,94.12474054474956
EUDR1T  Index,0.003196582377859503,0.00752556471549972,0.00012931862407023772,0.0016449558165706176,0.00715729174513187,0.010862098456226304,0.03051581173535825,0.5313237899429484,94.6560643346925
ER1  Index,0.007695726756344701,0.0069053371864191086,0.00047283026548360465,0.005147462122763638,0.005857985923725981,0.0027406121005862424,0.028819954355323273,0.5017964951038971,95.1578608297964
IP CHNG  Index,0.002008517219830234,0.007381260024472299,0.006022702594150635,0.003642978497265231,0.005870368225583717,0.003084281744675495,0.02801010830597761,0.48769592075443324,95.64555675055084
USURTOT  Index,0.0036762567822003775,0.000533262432774746,0.00536717401351697,0.008736904878098743,0.0051173222047619865,0.002606128452017939,0.026037048763370763,0.45334214104664056,96.09889889159749
MOVE  Index,0.005955707200169341,0.006453167958877622,0.0054899351223157864,0.0007239470673338582,0.004385942536788606,0.000605862605698736,0.023614562491183953,0.41116320121094596,96.51006209280843
CPTICHNG  Index,0.001140923502444738,0.0024643693081860406,0.0016968479080822253,0.0006175181615281582,0.004986243745689177,0.009252244528921217,0.020158147154851556,0.35098208225387884,96.8610441750623
INF_release,0.0016247667134104465,0.005968248214092896,0.001594090112396798,0.0022617422773967546,0.0015178479819345132,0.006090140188903068,0.01905683548813448,0.3318066759516275,97.19285085101393
INJCJC  Index,0.006149720321162428,0.0017684448730816175,0.0006021084502861233,0.0006740800200951254,0.002822767782597359,0.006025592707565217,0.01804271415478787,0.3141493776641504,97.50700022867808
GJTB3MO  Index,0.002211538866819493,0.0031815045464258437,0.0059039366040065724,0.001842584722266572,0.0012374276659742097,0.0023867374923165216,0.016763729897809214,0.29188043825042753,97.79888066692851
HCS,0.004362319935229276,0.00011738858536516821,0.0008954363496324428,0.004257565682375268,0.006755260986527433,0.00022598797185267904,0.016613959510982265,0.2892727222820559,98.08815338921056
OLE3BRAZ  Index,0.005316609822963956,0.0033275592135065713,0.000392738454717222,0.0006184468945724058,0.0031906455756896867,0.003124728260907046,0.015970728222356886,0.2780731484661536,98.36622653767671
CU_release,0.0001709693085903189,0.0014793297838574897,0.0059612162771042095,0.0010077136932082024,0.005416026892789611,0.0016923174923497506,0.015727573447899584,0.27383947716722884,98.64006601484394
EUUCEMU  Index,0.001977203270295528,0.0002648086514675401,0.0029493497746223125,0.0066513567660766775,0.0016802662446273396,0.0007288918478397219,0.014251876554929118,0.24814549029970578,98.88821150514364
VIX,0.0025674695518687536,0.0019625738487460158,0.0005151628629021436,0.004393197666724784,0.003086484261820808,0.0008287672908419916,0.013353655482904498,0.23250618080554739,99.12071768594919
VIX  Index,0.0008910775234892126,0.0017132916438001619,0.0016728503170790618,0.0005264844325042316,0.0005739687231586008,0.00658031053000765,0.011957983170038919,0.20820553597193964,99.32892322192113
NFP TCH  Index,0.002355017401992937,0.0026670059485792135,0.0017055655466237747,0.0014657489776971379,0.0012003347751901442,0.0021305651933179242,0.01152423784340113,0.20065341142687299,99.529576633348
PMI_release,0.0015473304277596374,0.0013311818499156896,0.0025256432680070056,0.0006628060695165362,0.0019509193486252723,0.002532278296271353,0.010550159260095494,0.18369331450818185,99.71326994785618
NFP,0.0027408521687820294,0.0022061080663854336,0.001413519601418088,0.000343965804431994,9.113977158613271e-05,0.0005649997185697209,0.007360585131173399,0.12815828141845925,99.84142822927464
UN_release,0.0005046119696833722,0.0015317780699027053,0.0028234405713054443,0.0005940214264090614,0.0004168010566927754,0.0010234173953931806,0.006894070489386539,0.1200355963761057,99.96146382565075
NFP_release,0.0006086544161172986,0.00013110669028271855,0.00047846453890088014,0.0006310457238352242,2.7777360123832985e-05,0.0003362205873076384,0.002213269316567593,0.03853617434926566,100.00000000000001
